1745002029003,PARASI RYT.
1745002029004,PARASI MAL.
1745002029005,RAMGUDA RYT.
1745002029006,RAMGUDA MAL.
1745002029007,KUI MAL.
1745002030001,JOGI TIKARIYA
1745002030002,HINOTA
1745002031001,GANGPUR
1745002031002,SOOBKHAR RYT.
1745002031003,AURAI MAL.
1745002031004,DHAURAI MAL.
1745002032001,LONDAJHIR
1745002032002,BATONDHA
1745002033001,PAKAR BAGHARRA
1745002033002,BAGHARRA RYT
1745002033003,PAKAR RYT (V)
1745002034001,DUHANIYA
1745002034002,KUDWARI VAN GRAM
1745002035001,GUYERA RYT.
1745002035002,PONDI MAL.
1745002035003,NAYEGAON MAL.
1745002035004,NAYEGAON RYT.
1745002036001,DEORI MAL.
1745002036002,DEORI RYT.
1745002036003,BHARWAI
1745002036004,MIGDI MAL.
1745002037001,TIKRI PIPRI
1745002037002,BASIDEORI
1745002037003,NARAYANDEEH  RYT.
1745002037004,NARAYANDEEH MAL
1745002038001,PONDI RYT.
1745002038002,MADHOPUR
1745002038003,AKHRAD MAL.
1745002038004,KHALHE BHAVAR KHANDI
1745002038005,TIKRA BHAWAR KHANDI VANGRAM
1745002039001,SURAJPURA MAL.
1745002039002,BALPUR MAL.
1745002039003,BALPUR RYT.
1745002039004,RAKARIYA
1745002040001,FADKI MAL.
1745002040002,BARGAI
1745002041001,BICHHIYA
1745002041002,SIMARIYA
1745002042001,SARHAREE
1745002043001,KUDA
1745002043002,BALLARPUR
1745002044001,GORAKHPUR .
1745002044002,AMACHUHA
1745002044003,DHAMANGAON
1745002045001,PALKI
1745002045002,BARCHHA MAL.
1745002045003,BARCHHA RYT.
1745002045004,CHURIYA NAYEGAON
1745002046001,ANAKHEDA
1745002046002,DIYABAR RYT.
1745002047001,TIKARIYA RYT.
1745002047002,MER MAL.
1745002047003,PIPARIYA MAL.
1745002048001,KHAMHARIYA  RYT.
1745002048002,KHAMHARIYA MAL.
1745002048003,KEOLARI MAL
1745002049001,SHAHPUR
1745002049002,SURAJPURA RYT.
1745002050001,SHARMAPUR
1745002050002,BARBASPUR MAL.
1745002050003,NARIYA
1745002050004,BARBASPUR RYT
1745002051001,BOODHAN RYT.
1745002051002,SARASTAL  RYT.
1745002051003,RAMHEPUR VAN GRAM
1745002051004,THYAGPUR
1745002051005,SURKHY VAN GRAM
1745002051006,RANI BUDHAR VAN GRAM
1745002052001,DHANUWA SAGAR
1745002053001,CHATUWA RYT.
1745002053002,DEVRI MAL (V)
1745002054001,JAMUNIYA
1745002054002,KHIRSAREE
1745002054003,LADO
1745002055001,MUDHIYA KHURD
1745002055002,SALIWADA MAL.
1745002055003,SALIWADA RYT.
1745002056001,CHHINDGAON RYT.
1745002056002,CHHINDGAON MAL.
1745002056003,CHAURA MAL.
1745002056004,CHAURA RYT
1745002057001,ROOSA MAL.
1745002057002,ROOSA RYT.
1745002057003,GHANAMAR
1745002058001,LUTGAON
1745002058002,UDRI MAL.
1745002059001,BHUDHKUR RYT.
1745002059002,PADARIYA KALAN
1745002060001,KASAI SONDHA
1745002061001,SINGARPUR MAL.
1745002061002,SINGARPUR RYT (V)
1745002061003,GHUSIYA MAL.
1745002062001,GHUSIYA RYT.
1745002062002,DARRI MOHGAON
1745002062003,BALHI MAL.
1745002063001,VIKRAMPUR
1745002063002,BARKHOH RYT.
1745002064001,NUNKHAN RYT.
1745002065001,GANESHPUR MAL.
1745002065002,MIGHRAUDI
1745002065003,GANESHPUR DHANGAON RYT.
1745002066001,DINDORI MAL
1745003001001,CHHAPARI RYT.
1745003001002,RAMPURI
1745003001003,CHHAPARI MAL
1745003002001,SALAIYA RYT.
1745003002002,SALAIYA MAL.
1745003002003,JALDA MUDIYA
1745003003001,AMARPUR RYT.
1745003004001,BARBASPUR RYT.
1745003004002,GANJARA RYT.
1745003004003,UMARIYA MAL
1745003005001,SAKKA RYT.
